,opinion_id,author,recommendation,score,purchased,published_at,purchased_at,thumbs_up,thumbs_down,content,pros,cons
77,17582786,Leszek,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-05 20:55:38,2023-05-23 22:32:12,0,0,Transakcja przebiegła błyskawicznie. Polecam. Produkt kredytowałem i tu również intuicyjnie i expresowo. Brawo Wy!,[],[]
78,17510267,k...5,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-15 21:20:03,2023-05-05 10:50:19,0,0,Prezentuje się bardzo fajnie (wersja w kolorze fiolet). Zakupiony w ramach prezentu zapewne będzie się podobał.,[],[]
79,17480074,U...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-06 09:45:15,2023-04-24 10:37:04,0,0,"Krótko użytkuję, ale wydaje się fajny. Szybko działa,kręci filmiki w rewelacyjnej jakości","['bloatware', 'czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
80,17637637,c...6,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-22 11:57:36,2023-06-11 11:35:41,0,0,Z telefonu korzystam już kilka dni mój poprzedni to A 51 i widzę ogromną różnice.  Jestem zadowolona z zakupu,"['brak minijack', 'czas pracy na baterii', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'wygląd']",[]
81,17644681,p...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-24 17:50:26,2023-06-06 18:26:39,0,0,"Elegancki wygląd. Funkcjonalny. Dobry aparat. Jednej rzeczy, której mi brakuje, to wejście słuchawkowe.","['czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'wygląd']",[]
82,17624062,p...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-19 10:17:07,2023-06-13 15:24:35,0,0,"Wszystko działa, oryginalnie zapakowane, a cena jak za model o klasę niższy. Bardzo polecam",[],[]
83,17519310,c...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-17 21:27:24,2023-05-06 22:25:50,0,0,"Spełnia moje oczekiwania po przejściu z a50, dużo lepiej działa skaner linii papilarnych","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
84,17423696,c...d,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-20 08:57:25,2023-04-16 11:26:27,4,0,dobry telefon ale mógłby być trochę tańszy,[],[]
85,17591934,jujo33,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-08 09:22:06,2023-05-18 20:10:27,0,0,"Jeszcze trochę za wcześnie na pełną ocenę, ale na razie jest wszystko w porządku.","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
86,17574681,l...5,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-02 11:28:28,2023-05-24 17:56:00,0,0,dopiero rozpoczęto użytkowanie ale na ten moment oceniam bardzo dobrze,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
87,17466715,e...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-02 20:58:00,2023-04-24 14:14:33,0,0,"Super telefon, za tą cenę jak na średniaka jest bardzo dobry","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
88,17632855,p...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-21 11:36:20,2023-06-19 20:22:58,0,0,"Dziękuję jestem zadowolony, produkt i cena godne polecenia.",[],[]
89,17607153,k...s,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-13 20:32:45,2023-05-31 20:32:32,0,0,"Szybki, dobry aparat foto. Jak na półkę A Samsunga jest ok.",[],[]
90,17524759,j...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-19 08:25:59,2023-05-15 10:49:45,0,0,Wszystko w jak najlepszym porządku. Towar zgodny z opisem,[],[]
91,17647116,r...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-26 11:45:59,2023-06-01 21:49:20,0,0,Super. W tej cenie nic lepszego nie dostaniemy na rynku.,"['czas pracy na baterii', 'funkcjonalność', 'głośnik', 'łatwość obsługi']",[]
92,17314571,s...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-03-24 11:57:28,2023-03-18 21:43:31,3,3,Żona zachwycona. Kolejny Samsung i kolejny +,[],[]
93,17600624,a...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-12 07:45:41,2023-05-23 15:22:39,0,0,Wygląd ładny zgodny z opisem.Funkcjonalność testuje.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
94,17592498,Zgadnijkto7,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-08 14:04:42,2023-05-24 20:31:35,0,0,"Super telefon, bardzo łatwy w użyciu, super zdjęcia",[],[]
95,17565660,y...s,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-31 10:54:07,2023-05-17 13:24:10,0,0,Ok,"['czas pracy na baterii', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'wygląd']","['brak minijack', 'grubość']"
96,17573372,wieslaw,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-02 00:28:49,2023-05-05 13:00:13,0,0,Na smartfona ze średniej pólki jest dla mnie nr 1.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
97,17390226,P...l,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-12 11:39:54,2023-04-06 17:28:04,2,2,mam dopiero kilka dni lecz spełnia oczekiwania,[],[]
98,17528171,s...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-19 21:15:34,2023-05-09 14:00:15,0,0,"mam nadzieję ,że  będzie robił b.dobre zdjęcia","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
99,17660065,t...z,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-29 12:31:07,2023-06-08 20:34:30,0,0,Telefon godny polecenia córka zadowolona.,[],[]
100,17408262,d...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-16 19:06:14,2023-04-08 13:10:45,1,1,Żona zadowolona z telefonu. Ładny kolor.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
101,17626538,s...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-19 21:24:28,2023-05-30 10:29:20,0,0,Bardzo fajny telefon w przystępnej cenie,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
102,17580057,a...7,,3/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-04 22:30:51,2023-05-15 10:17:19,0,0,"Ogólnie jest poprawny, ale zdjęcia wychodzą dość słabo w porównaniu ze staruszkiem p20pro","['bloatware', 'długie wsparcie', 'głośnik', 'grubość', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']","['brak minijack', 'funkcjonalność', 'printscreen']"
103,17518763,k...d,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-17 20:04:25,2023-04-16 20:28:35,0,0,Zgodnie z opisem oryginalnie zapakowany,[],[]
104,17524620,a...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-19 07:49:27,2023-05-02 20:43:35,0,0,Jestem zadowolona  z produktu i obslugi,[],[]
105,17576983,d...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-02 22:07:52,2023-05-15 17:23:24,0,0,"Szybko i bez problemów, polecam 😁",[],[]
106,17456748,j...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-28 12:38:44,2023-04-20 21:57:38,0,0,Świetny stosunek jakości do ceny.,"['funkcjonalność', 'wygląd']",[]
107,17650010,a...h,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-27 09:32:23,2023-06-20 08:22:58,0,0,Dobry telefon jak za tą cenę,[],[]
108,17624475,t...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-19 11:18:27,2023-06-13 10:57:02,0,0,Na razie testuje ale jest ok,[],[]
109,17511171,o...6,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-16 09:05:34,2023-05-11 13:30:31,0,0,Jak w opisie. Super sprzęt,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
110,17534553,Krzysztof,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-22 20:37:50,2023-04-23 11:05:26,0,0,spełnia moje oczekiwania,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
111,17373049,K...z,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-06 21:55:29,2023-03-31 21:39:03,3,1,👍🏻,[],[]
112,17636521,a...a,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-22 09:20:27,2023-05-26 14:04:06,0,0,Zbyt krótko go posiadam.,"['funkcjonalność', 'głośnik', 'łatwość obsługi']",['grubość']
113,17615502,s...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-15 14:24:20,2023-06-11 08:49:49,0,0,Super jestem zadowolony,"['bloatware', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
114,17551851,s...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-26 11:48:02,2023-05-23 16:12:20,0,0,Zgodnie z oczekiwaniami,"['bloatware', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
115,17564073,a...1,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-30 22:21:34,2023-05-23 15:13:22,0,0,Wygląd zgodny z opisem,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
116,17599503,z...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-11 08:07:03,2023-06-04 10:04:38,0,0,Bardzo mi się podoba.,"['czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
117,17654331,b...s,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-28 10:03:55,2023-06-22 09:29:00,0,0,Bardzo fajny telefon,[],[]
118,17654177,a...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-28 09:37:27,2023-06-08 16:40:22,0,0,wszystko jest super,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
119,17428332,a...4,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-21 06:33:42,2023-03-31 11:05:29,0,1,brak jakichkolwiek zastrzeżeń,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
120,17521003,Przemysław,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-18 10:43:37,2023-05-13 12:41:36,0,0,Narazie jest super,[],[]
121,17392196,m...d,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-12 19:42:28,2023-03-24 11:37:16,1,1,Bardzo zadowolona,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
122,17422340,a...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-19 21:52:37,2023-04-05 13:50:35,1,0,Super,[],[]
123,17514121,M...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-16 21:07:12,2023-05-09 10:46:15,0,0,Za tą cenę warto,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
124,17637492,S...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-22 11:32:55,2023-06-18 11:34:40,0,0,Wszystko super,[],[]
125,17495935,w...f,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-11 10:27:36,2023-05-08 16:00:33,0,0,Dla mnie super.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
126,17608170,w...l,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-14 00:27:36,2023-06-05 11:20:52,0,0,Słaba bateria,"['funkcjonalność', 'wygląd']",['czas pracy na baterii']
127,17428334,a...4,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-21 06:34:21,2023-03-31 11:05:29,0,0,bez zastrzeżeń,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
128,17630031,s...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 19:27:03,2023-06-06 09:50:28,0,0,Wszytko okok,[],[]
129,17606275,p...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-13 15:37:17,2023-06-06 17:11:19,0,0,Bardzo dobry.,[],[]
130,17506438,j...5,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-14 18:26:08,2023-04-14 14:50:58,0,0,Dobra jakość,"['bloatware', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",['czas pracy na baterii']
131,17344127,p...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-03-31 06:33:24,2023-03-22 13:30:40,2,1,Ok,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
132,17420102,m...8,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-19 14:41:07,2023-04-16 13:46:18,1,0,Ok,[],[]
133,17600548,w...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-12 05:47:11,2023-05-29 17:29:16,0,0,Bardzo dobry,"['bloatware', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
134,17614023,s...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-15 09:49:10,2023-06-11 20:39:26,0,0,Wszystko ok,[],[]
135,17573775,d...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-02 08:33:32,2023-05-13 15:16:03,0,0,Same zalety,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
136,17437505,p...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-24 12:43:03,2023-04-20 06:40:17,0,0,bardo dobra,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
137,17647845,s...k,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-26 16:51:14,2023-06-06 19:05:23,0,0,Telefon ok,[],[]
138,17537413,a...i,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-23 12:58:43,2023-05-09 20:40:38,0,0,telefon OK,[],[]
139,17591078,k...8,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-07 21:58:33,2023-06-02 22:00:27,0,0,Idealny,"['czas pracy na baterii', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
140,17627584,p...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 08:31:47,2023-05-29 20:00:37,0,0,Polecam,[],[]
141,17479611,c...k,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-06 06:17:51,2023-04-19 17:24:32,0,0,Jest ok,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
142,17616783,k...8,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-15 21:38:37,2023-05-29 20:56:12,0,0,Super,"['czas pracy na baterii', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'wygląd']",[]
143,17603562,l...6,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-12 21:15:40,2023-06-04 13:14:30,0,0,Super,"['bloatware', 'brak minijack', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'printscreen', 'szybki bluetooth', 'wygląd']",[]
144,17551931,j...o,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-26 12:04:20,2023-05-23 20:08:01,0,0,Super,[],[]
145,17550801,l...8,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-26 09:26:06,2023-05-05 16:49:03,0,0,Super.,[],[]
146,17641124,k...t,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-23 11:20:40,2023-06-19 07:57:39,0,0,Super,"['bloatware', 'brak minijack', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'printscreen', 'szybki bluetooth', 'wygląd']",[]
147,17640294,g...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-23 08:26:54,2023-05-23 15:22:15,0,0,super,['funkcjonalność'],[]
148,17624299,j...z,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-19 10:53:57,2023-06-13 15:59:03,0,0,Super,"['bloatware', 'brak minijack', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'printscreen', 'szybki bluetooth', 'wygląd']",[]
149,17587473,p...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-07 05:16:44,2023-05-29 18:23:33,0,0,super,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
150,17562309,g...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-30 14:15:05,2023-05-23 15:55:28,0,0,super,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
151,17547947,z...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-25 15:53:22,2023-05-18 08:39:00,0,0,super,"['bloatware', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",['brak minijack']
152,17658025,g...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-28 23:22:26,2023-06-24 15:46:36,0,0,O.k.,[],[]
153,17394393,j...0,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-13 07:03:07,2023-03-30 22:00:31,1,1,Ok,[],[]
154,17639947,G...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-22 23:39:34,2023-06-11 20:23:00,0,0,Ok,[],[]
155,17627223,Дмитрий,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 05:43:23,2023-06-09 09:39:45,0,0,Ok,[],[]
156,17578324,k...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-03 13:21:30,2023-05-20 13:15:11,0,0,Ok,[],[]
157,17552599,r...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-26 15:48:50,2023-05-21 08:17:10,0,0,Ok,[],[]
158,17542343,a...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-24 12:53:52,2023-05-14 14:43:12,0,0,ok,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
159,17535489,r...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-23 00:06:58,2023-04-22 00:00:37,0,0,Ok,[],[]
160,17525873,j...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-19 11:21:59,2023-05-08 19:20:17,0,0,ok,[],[]
161,17524880,d...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-19 08:55:09,2023-05-17 10:17:25,0,0,ok,[],[]
162,17493776,j...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-10 17:41:58,2023-05-05 00:58:50,0,0,Ok,[],[]
163,17447067,a...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-26 14:48:49,2023-04-22 09:51:40,0,0,Ok,[],[]
164,17524541,b...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-19 07:25:08,2023-05-07 11:15:45,0,1,Ok,[],[]
165,17417910,j...t,Nie polecam,"2,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-19 09:28:49,2023-03-20 12:06:44,0,4,"Ogólnie ok 
Tylko ciężki",[],[]
